,,, Q1, Q2, Q3, Q4, Q5, Q6, Q7, Q8, Q9, Q10, Q11, Q12, Q13, Q14, Q15, Q16, Q17, Q18, Q19, Q20, Q21,Q22,Q23,, Q25, Q26, Q27, Q28,, Q30, Q31, Q32, Q33, Q34, Q35, Q36, Q37, Q38, Q39,,,, Q43, Q44, Q45, Q46, Q47
102533631,,,3,3,2,2,2,3,2,2,3,2,2,0,2,0,2,3,2,3,2,1,2,2,2,,0,Don't know what it is,2,2,,0,1,2,2,0,0,Don't know what it is,2,2,2,,,,2,2,0,2,3
102535089,,,Other: ,Other,2,Other,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,2,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,1,Don't know,2,Don't know what it is,,Don't know what it is,Don't know what it is,1,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is
102558012,,,2,2,3,2,2,1,1,0,0,0,0,0,2,0,1,2,2,2,1,3,Don't know,1,1,,0,1,2,Don't know what it is,,0,0,2,0,Don't know what it is,Don't know what it is,3,3,2,0,,,,0,0,0,3,3
102558192,,,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,,2,2,2,2,,2,1,1,2,Don't know what it is,Don't know what it is,2,2,1,1,,,,Other: ,0,0,2,1
102570216,,,2,2,1,3,3,3,1,2,1,2,2,3,2,1,2,1,2,2,1,2,Don't know,1,0,,2,1,1,Don't know what it is,,1,2,1,2,2,2,2,3,2,1,,,,3,2,2,2,3
102663681,,,2,2,2,2,3,3,2,2,2,2,2,1,1,1,3,3,3,2,2,Other: ,2,2,0,,2,1,1,2,,1,1,2,1,1,2,3,2,2,1,,,,1,0,1,1,1
102691518,,,0,1,2,2,0,3,0,2,2,2,1,0,1,2,2,1,2,2,2,3,2,0,0,,2,2,2,2,,1,1,1,1,1,1,2,2,2,2,,,,1,1,1,2,1
102846444,,,3,2,2,2,2,1,2,3,2,2,2,2,3,2,2,2,2,2,2,1,2,2,1,,3,,1,2,,2,2,2,2,2,2,2,2,2,2,,,,3,3,2,1,3
102888960,,,2,3,2,2,3,2,2,3,3,3,2,2,3,3,2,2,3,3,3,1,2,2,2,,2,2,2,2,,2,2,2,2,2,3,3,3,2,2,,,,2,2,2,2,3
102906519,,,3,2,2,2,1,1,2,3,2,3,1,1,Other,3,3,3,3,3,3,1,3,2,1,,3,3,3,3,,Don't know what it is,Don't know what it is,1,1,1,1,2,2,2,2,,,,2,2,2,2,2
102908535,,,2,2,3,2,2,3,3,2,2,3,2,1,2,2,2,2,2,2,1,1,3,2,2,,2,1,1,1,,2,2,2,2,2,2,3,3,2,2,,,,1,0,0,2,1
103005582,,,Other: ,2,2,1,Don't know what it is,Don't know what it is,1,2,2,2,Other: ,Don't know what it is,1,2,1,1,2,2,2,2,2,2,0,,1,1,1,1,,Other: ,Don't know what it is,1,Don't know what it is,Don't know what it is,Don't know what it is,2,2,3,1,,,,Other: ,Other: ,Other: ,2,3
103010181,,,3,3,Other: ,2,1,2,2,3,1,2,2,0,3,2,3,3,3,3,2,1,2,2,2,,1,2,1,Don't know what it is,,2,2,Don't know what it is,Don't know what it is,2,3,2,3,3,2,,,,1,1,2,1,2
103010712,,,2,2,2,1,Don't know what it is,Other: ,2,1,2,2,1,0,3,2,1,2,1,2,2,2,1,1,0,,Other: ,1,2,Don't know what it is,,1,1,1,1,1,0,2,2,1,1,,,,1,1,1,2,2
103011297,,,2,2,2,2,3,3,2,2,2,2,2,2,3,3,2,2,2,2,2,1,2,1,1,,2,2,2,2,,2,2,2,2,2,2,3,2,2,2,,,,2,2,2,2,2
103011828,,,Other: ,Other: ,Other: ,1,1,Don't know what it is,Don't know what it is,0,1,1,1,0,1,1,Other: ,1,Other: ,Other: ,1,3,1,1,0,,1,1,1,Don't know what it is,,1,1,Other: ,1,1,Don't know what it is,Other: ,1,Other: ,Other: ,,,,Other: ,Other: ,Other: ,2,Other: 
103012314,,,Other: ,1,2,2,2,0,1,1,2,2,1,0,2,1,2,1,1,1,1,1,2,3,Don't know what it is,,1,3,2,2,,0,0,1,1,1,2,3,2,1,1,,,,1,1,1,3,2
103013232,,,3,2,2,3,3,2,1,0,1,2,Other: ,0,2,1,2,1,2,2,2,2,Don't know,2,1,,0,1,1,Don't know what it is,,Don't know what it is,Don't know what it is,1,Don't know what it is,Other: ,Other: ,3,3,2,2,,,,2,2,2,2,2
103022601,,,2,2,2,1,1,1,0,1,1,1,2,0,1,2,1,1,1,1,1,3,Don't know,0,0,,2,3,1,0,,0,0,0,0,0,0,1,0,1,1,,,,0,0,0,Other: ,0
103027929,,,2,2,2,2,1,2,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,Don't know what it is,,1,1,1,1,,1,1,2,Don't know what it is,Don't know what it is,Don't know what it is,1,1,2,2,,,,2,2,2,2,3
103031322,,,1,1,1,2,2,3,Don't know what it is,2,3,3,0,Don't know what it is,3,3,Don't know what it is,,2,2,2,2,1,2,Don't know what it is,,Other: ,Don't know what it is,0,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,2,2,3,3,3,2,,,,Don't know what it is,Don't know what it is,Don't know what it is,1,2
103031421,,,3,2,3,1,2,3,1,2,0,2,2,0,3,2,3,3,3,3,2,1,2,1,Don't know what it is,,2,3,2,3,,2,1,3,2,Don't know what it is,2,1,2,3,2,,,,Don't know what it is,2,1,2,3
103041204,,,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,,2,1,1,2,,1,1,2,2,1,2,2,2,1,1,,,,1,2,2,2,1
103043337,,,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,,2,,2,2,,0,0,2,Don't know what it is,Don't know what it is,2,3,2,1,1,,,,2,1,1,2,3
103045056,,,3,2,2,1,3,2,3,2,2,3,2,1,2,3,2,1,3,3,3,1,2,2,1,,2,2,1,Don't know what it is,,1,1,2,2,Don't know what it is,3,2,3,2,2,,,,2,2,2,2,2
103045353,,,3,2,1,2,2,3,3,3,2,2,2,0,1,0,1,1,Don't know what it is,Don't know what it is,0,1,Don't know,2,0,,0,1,0,Don't know what it is,,Don't know what it is,1,2,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,,,2,2,2,3,3
103071615,,,2,2,2,1,Don't know what it is,Don't know what it is,1,1,2,2,2,2,2,2,2,2,1,1,2,2,Don't know,1,Don't know what it is,,2,2,1,1,,Don't know what it is,Other,Other,Other,2,1,1,1,2,2,,,,1,Don't know what it is,Don't know what it is,2,2
103075215,,,2,2,3,,Other: ,2,Don't know what it is,Other: ,2,3,Other: ,Other: ,3,3,Other: ,2,,Don't know what it is,2,2,2,1,Other: ,,2,2,1,Don't know what it is,,Other: ,Other: ,2,Other: ,Other: ,Other: ,3,3,Other: ,3,,,,1,0,2,2,1
103082559,,,2,2,2,1,2,0,0,0,0,1,0,3,2,2,2,2,2,2,3,3,2,2,0,,3,2,2,1,,1,1,1,0,0,1,3,1,1,1,,,,2,1,1,2,1
103082577,,,Other: ,Other: ,Other: ,Other: ,Other: ,Other: ,Other: ,3,2,Other: ,Other: ,1,Other: ,Other: ,3,3,3,3,Other: ,1,3,2,1,,3,3,3,2,,1,1,2,2,2,3,3,3,2,2,,,,1,1,2,2,2
103082919,,,3,2,3,3,2,2,2,1,1,2,2,1,1,1,1,1,2,2,1,2,2,1,0,,2,2,2,1,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,1,2,Don't know what it is,Don't know what it is,,,,1,1,1,2,2
103136055,,,2,2,2,2,1,2,2,Don't know what it is,1,Don't know what it is,Don't know what it is,1,2,2,2,1,1,1,1,1,Don't know,3,Don't know what it is,,2,1,2,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,2,2,2,2,Don't know what it is,,,,1,1,1,2,2
103188327,,,2,3,2,1,2,1,1,0,1,1,1,0,2,3,2,2,2,2,3,2,2,2,Don't know what it is,,2,1,2,2,,0,1,2,2,2,2,3,2,2,2,,,,1,Don't know what it is,0,2,2
103276140,,,3,3,3,3,1,1,1,,1,1,1,1,2,2,1,1,1,1,1,1,2,2,0,,2,2,3,1,,1,1,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,,,Don't know what it is,Don't know what it is,Don't know what it is,Other: ,2
103277490,,,2,2,2,1,Don't know what it is,2,0,0,Don't know what it is,Don't know what it is,Don't know what it is,2,2,2,Don't know what it is,1,1,1,0,2,2,1,1,,1,2,1,Don't know what it is,,Don't know what it is,Don't know what it is,1,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,,,2,1,2,2,3
103289244,,,3,3,3,2,2,3,2,Other: ,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,3,3,3,3,3,1,2,1,1,,2,3,2,2,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,3,2,2,,,,Other: ,Other: ,Other: ,2,Other: 
103290387,,,3,3,2,2,2,2,Don't know what it is,3,2,2,2,3,2,2,3,2,2,2,2,1,3,3,Don't know what it is,,2,2,Don't know what it is,Don't know what it is,,2,2,2,2,2,3,2,2,3,2,,,,2,0,0,2,1
103384356,,,Other: ,2,2,2,Other: ,Don't know what it is,2,2,Other: ,2,2,Don't know what it is,2,2,2,2,2,Other: ,2,2,2,2,1,,2,2,2,2,,Don't know what it is,Don't know what it is,Other: ,2,Don't know what it is,Don't know what it is,2,2,2,2,,,,2,2,2,2,1
103385211,,,3,2,3,1,1,2,1,0,2,Don't know what it is,1,3,3,3,2,3,3,3,0,3,1,0,Don't know what it is,,2,2,3,Don't know what it is,,0,0,0,1,2,3,3,3,Don't know what it is,2,,,,2,0,2,3,3
103385760,,,2,2,2,2,2,2,2,2,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,1,2,2,Don't know what it is,,1,1,1,1,,2,2,2,2,2,2,2,2,2,2,,,,2,2,2,2,2
103386471,,,3,2,2,0,1,3,2,0,1,1,1,1,2,2,3,2,1,1,3,1,3,2,0,,3,3,3,1,,3,3,1,1,0,1,1,3,1,1,,,,1,1,2,3,1
103387947,,,Other: ,2,Other: ,Other: ,Other: ,Other: ,Other: ,Other: ,Other: ,2,Other: ,Other: ,Other: ,Other: ,Other: ,2,2,Other,3,Other: ,2,3,Don't know what it is,,Other: ,Other: ,Other: ,Other: ,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,2,Don't know what it is,Don't know what it is,Other: ,,,,Other: ,Other: ,Other: ,Other: ,Don't know what it is
103453782,,,3,3,2,1,2,3,3,2,,1,1,1,1,1,3,3,2,2,1,1,2,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,,2,2,2,2,0
103454565,,,2,2,2,2,3,2,2,3,3,2,1,1,1,2,3,,2,2,2,1,3,2,2,,2,2,1,2,,1,2,2,3,2,2,3,2,2,2,,,,2,2,2,2,3
103456041,,,,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,,2,2,2,2,,2,2,2,2,2,2,3,2,2,2,,,,1,1,1,1,0
103457661,,,2,2,1,2,2,3,2,0,2,1,1,0,0,1,2,Don't know what it is,3,2,1,2,Don't know,1,1,,0,0,1,1,,0,0,0,2,1,2,3,3,1,0,,,,1,1,1,3,0
103458021,,,2,2,3,2,2,2,2,2,3,2,2,1,1,1,2,2,3,3,1,1,Don't know,Don't know what it is,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,2,2,2,2,2,2,1,1,2,2,,,,1,2,2,2,1
103460235,,,3,3,2,3,2,Other: ,3,2,3,2,2,Don't know what it is,2,2,2,Don't know what it is,Don't know what it is,Don't know what it is,1,1,Don't know,2,1,,Don't know what it is,Don't know what it is,Other: ,Don't know what it is,,Don't know what it is,2,2,Don't know what it is,Don't know what it is,Don't know what it is,2,2,Don't know what it is,Don't know what it is,,,,1,1,Don't know what it is,Don't know what it is,Other: 
103461036,,,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,,Don't know what it is,1,Don't know what it is,Don't know what it is,,1,1,2,2,1,2,0,2,2,2,,,,1,1,1,2,2
103461360,,,1,2,2,1,3,3,1,2,Don't know what it is,2,0,0,2,3,1,3,2,2,3,2,2,0,1,,1,2,1,Don't know what it is,,0,1,2,2,2,1,2,2,1,2,,,,2,0,1,2,1
103492464,,,3,2,3,2,2,3,2,2,3,3,3,2,2,2,3,2,2,2,3,2,2,1,Don't know what it is,,1,1,1,2,,2,3,3,2,2,3,3,3,3,3,,,,3,3,3,2,3
103494219,,,3,2,Don't know what it is,0,0,Don't know what it is,Don't know what it is,1,1,1,1,Don't know what it is,2,1,1,1,Don't know what it is,Don't know what it is,Don't know what it is,2,2,Don't know what it is,Don't know what it is,,1,1,1,1,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,,,3,3,3,1,3
103514181,,,3,2,2,2,1,Don't know what it is,Don't know what it is,Other: ,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,3,3,Don't know what it is,2,3,3,2,2,Don't know,1,Don't know what it is,,3,3,3,Don't know what it is,,2,2,3,3,3,2,3,3,3,3,,,,0,0,0,Don't know what it is,0
103514532,,,Other: ,2,2,Other: ,1,Don't know what it is,1,1,Other: ,2,Other: ,0,3,3,2,2,Other: ,3,3,1,2,2,Don't know what it is,,Other: ,2,1,Don't know what it is,,0,Other: ,2,Other: ,Don't know what it is,Other: ,2,3,2,3,,,,1,1,2,2,1
103515558,,,2,1,2,2,2,2,2,2,2,2,3,Don't know what it is,2,2,2,2,2,2,2,2,Don't know,0,0,,1,1,2,2,,2,2,2,2,2,2,2,2,Don't know what it is,2,,,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is
103516044,,,2,2,1,2,2,2,2,1,2,1,Don't know what it is,Don't know what it is,2,2,2,2,2,2,1,1,2,2,1,,1,1,1,1,,2,2,2,2,2,2,2,2,2,2,,,,,,,,
103530435,,,3,3,2,2,,3,2,2,3,2,2,2,2,2,2,2,3,1,3,1,2,1,2,,Don't know what it is,,Don't know what it is,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,,,Don't know what it is,Don't know what it is,,,
103531254,,,3,2,3,3,2,2,3,Other: ,Other: ,3,3,Other: ,3,3,3,3,3,3,3,1,2,Other: ,Don't know what it is,,2,3,2,Other: ,,Other: ,Other: ,3,3,Other: ,3,3,3,3,2,,,,3,3,3,Other: ,Other: 
103531866,,,3,3,3,3,2,2,3,2,3,2,1,1,2,3,3,3,3,3,3,2,2,1,Don't know what it is,,2,2,1,Don't know what it is,,1,1,2,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,2,2,2,,,,1,1,1,3,2
103532208,,,3,2,3,3,2,2,2,2,2,2,Don't know what it is,Don't know what it is,3,3,3,2,2,2,3,1,2,2,Don't know what it is,,2,2,2,Don't know what it is,,2,2,2,Don't know what it is,2,1,2,2,2,Don't know what it is,,,,2,2,2,2,3
103532208,,,2,3,3,2,2,2,2,1,2,2,1,2,3,3,3,2,2,2,2,1,2,3,2,,2,2,3,2,,Don't know what it is,2,2,1,2,3,3,3,2,2,,,,2,2,2,2,3
103532217,,,3,2,2,1,2,Don't know what it is,1,2,2,1,1,1,2,2,2,2,2,2,2,1,2,3,1,,1,2,2,3,,1,1,1,2,2,2,2,2,2,2,,,,1,1,1,2,2
103533279,,,2,1,1,2,Don't know what it is,1,1,1,Don't know what it is,1,Don't know what it is,0,2,2,Don't know what it is,1,1,1,2,2,Don't know,1,0,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,0,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,,,Don't know what it is,Don't know what it is,Don't know what it is,1,2
103535331,,,3,3,3,2,Don't know what it is,2,Don't know what it is,1,Don't know what it is,2,1,Don't know what it is,3,3,Don't know what it is,2,1,1,2,2,Don't know,2,Don't know what it is,,3,2,3,Don't know what it is,,1,1,Don't know what it is,Don't know what it is,2,2,3,Don't know what it is,1,2,,,,1,1,1,1,1
103536348,,,3,3,3,3,Don't know what it is,2,Don't know what it is,2,2,2,Don't know what it is,Don't know what it is,3,3,3,3,3,3,3,1,3,3,0,,3,3,3,3,,1,1,2,Don't know what it is,2,3,3,3,3,3,,,,0,0,Other,2,2
103537527,,,3,2,2,3,3,Don't know what it is,Don't know what it is,1,Don't know what it is,2,Don't know what it is,Don't know what it is,2,2,2,2,Don't know what it is,Don't know what it is,2,2,Don't know,1,Don't know what it is,,2,3,2,Don't know what it is,,0,0,2,Don't know what it is,1,2,3,2,3,1,,,,2,1,,3,2
103549011,,,3,2,2,1,Other: ,Other: ,Don't know what it is,1,Don't know what it is,Don't know what it is,1,2,1,1,2,1,2,2,2,3,Don't know,1,Don't know what it is,,2,1,2,1,,0,1,1,Don't know what it is,1,0,2,1,1,Don't know what it is,,,,0,0,0,Don't know what it is,0
103550856,,,3,2,3,2,2,2,3,2,2,2,1,2,3,3,3,3,1,1,2,0,2,2,0,,3,3,3,Don't know what it is,,2,2,3,2,2,2,2,2,2,1,,,,2,2,2,2,2
103550883,,,2,2,1,1,2,2,2,3,2,2,2,1,1,0,3,2,3,3,1,1,2,3,3,,1,1,0,0,,1,1,2,1,Don't know what it is,Don't know what it is,3,3,1,3,,,,1,1,2,3,2
103553772,,,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,2,,,,2,2,2,2,2
103554555,,,0,2,2,2,2,2,2,1,Don't know what it is,Don't know what it is,1,2,1,1,1,2,2,2,1,1,2,1,0,,1,1,1,1,,1,1,2,1,1,2,2,2,1,1,,,,2,0,0,2,2
103614063,,,2,2,3,2,2,2,2,2,2,2,3,1,2,2,3,2,3,3,2,1,2,1,0,,2,2,2,Don't know what it is,,Don't know what it is,Don't know what it is,2,Don't know what it is,Don't know what it is,2,3,2,2,2,,,,2,1,2,1,2
103662888,,,3,2,2,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,1,2,2,0,,2,2,1,2,,1,2,2,2,2,2,1,2,2,2,,,,2,2,2,3,1
103673139,,,3,2,3,2,2,3,2,3,2,3,2,3,3,2,2,3,3,3,2,1,2,2,2,,3,3,3,3,,Don't know what it is,Don't know what it is,2,2,2,1,3,3,2,2,,,,3,3,3,2,3
103680816,,,3,3,3,3,2,1,2,2,2,2,2,2,3,3,3,2,2,2,3,1,2,2,Don't know what it is,,3,3,3,3,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,,,2,2,2,2,2
103730559,,,3,3,3,2,2,2,Don't know what it is,1,1,1,Don't know what it is,Don't know what it is,3,3,2,2,Other: ,Other: ,3,1,2,3,Don't know what it is,,3,2,2,Don't know what it is,,1,1,Don't know what it is,Don't know what it is,Other: ,Other: ,2,2,Don't know what it is,Don't know what it is,,,,2,2,2,3,3
103732305,,,3,3,3,3,2,3,3,3,3,3,3,1,3,3,3,3,3,3,3,2,2,2,1,,3,3,3,Don't know what it is,,2,2,2,3,3,3,3,3,3,3,,,,3,3,3,3,3
104163405,,,Other: ,3,Other: ,Don't know what it is,Other: ,3,Other: ,Other: ,2,2,3,3,2,3,3,2,2,2,3,3,3,1,0,,3,3,3,3,,3,3,3,3,1,1,3,2,2,3,,,,3,3,3,2,3
104166258,,,1,2,3,3,2,2,3,3,3,3,3,1,3,3,3,3,3,3,3,2,2,3,,,2,2,2,1,,3,3,3,3,3,3,3,,3,3,,,,3,3,3,2,3
104169507,,,3,1,2,2,1,2,2,2,1,1,Don't know what it is,1,2,2,2,2,2,1,2,2,Don't know,1,Don't know what it is,,1,2,2,Don't know what it is,,0,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,0,3,3,2,1,,,,1,Don't know what it is,1,2,Other: 
104203005,,,2,3,3,2,1,3,2,3,2,2,0,2,3,3,2,2,2,2,2,2,2,1,Don't know what it is,,2,2,2,Don't know what it is,,2,2,Don't know what it is,Don't know what it is,3,3,3,2,3,2,,,,2,2,2,2,3
104215470,,,3,2,2,3,Other: ,Don't know what it is,Don't know what it is,1,1,2,0,2,3,3,1,1,1,1,2,2,2,2,1,,3,2,3,Don't know what it is,,1,Other: ,Don't know what it is,Don't know what it is,0,0,1,Don't know what it is,1,1,,,,Other: ,1,Don't know what it is,2,2
104389062,,,2,2,2,2,Other: ,2,1,2,2,2,1,Don't know what it is,2,2,2,2,Don't know what it is,Other: ,2,1,2,2,Don't know what it is,,2,2,1,Don't know what it is,,Other: ,Other: ,2,Don't know what it is,Other: ,1,Don't know what it is,2,Don't know what it is,Don't know what it is,,,,3,3,3,3,3
104419878,,,2,1,2,Don't know what it is,1,Don't know what it is,Don't know what it is,1,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,2,2,2,2,1,1,2,1,Don't know,2,Don't know what it is,,2,2,2,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,2,Don't know what it is,Don't know what it is,Don't know what it is,,,,Don't know what it is,Don't know what it is,1,Don't know what it is,1
104814042,,,3,2,2,2,2,1,Don't know what it is,2,2,1,2,0,1,1,2,1,2,2,1,2,Don't know,2,Don't know what it is,,2,2,2,Don't know what it is,,2,2,0,2,2,2,1,2,2,2,,,,2,2,1,2,2
104816688,,,2,2,2,2,2,Other: ,Don't know what it is,Other: ,Don't know what it is,2,Other: ,Other: ,2,1,Don't know what it is,2,2,2,1,2,1,1,Don't know what it is,,1,Other: ,1,Don't know what it is,,Don't know what it is,Don't know what it is,1,Don't know what it is,2,Don't know what it is,2,Don't know what it is,2,2,,,,Don't know what it is,Don't know what it is,Don't know what it is,Other: ,0
105140436,,,3,3,2,3,2,3,2,Other: ,3,3,Other: ,2,3,3,3,3,3,3,2,Other: ,3,2,2,,,3,Other: ,3,,,,,Other: ,3,Other: ,3,3,3,Other: ,,,,Other: ,3,Other: ,3,2
105141444,,,2,2,2,1,1,2,1,2,1,2,2,Don't know what it is,2,2,2,2,2,2,2,2,Don't know,2,1,,2,2,2,Don't know what it is,,Don't know what it is,Don't know what it is,2,Don't know what it is,2,Don't know what it is,Don't know what it is,Don't know what it is,1,2,,,,2,0,0,2,3
105409932,,,2,2,2,2,2,2,1,2,2,2,Other: ,Don't know what it is,1,1,2,2,2,2,2,1,Don't know,1,Don't know what it is,,1,1,1,1,,1,1,2,2,2,2,2,2,2,2,,,,Other: ,Don't know what it is,Other: ,3,1
105412578,,,3,1,1,2,1,0,2,0,1,1,0,2,1,2,1,1,1,1,2,2,Don't know,0,0,,3,3,0,2,,0,0,2,1,0,0,3,3,1,1,,,,2,0,0,3,2
105717417,,,2,2,2,2,1,2,1,3,3,3,3,2,3,2,2,2,1,2,1,2,2,2,2,,0,1,1,2,,2,2,2,2,3,3,3,2,2,2,,,,,,,,
105779778,,,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,,2,2,2,2,1,0,,2,2,2,2,,1,1,2,2,2,2,2,2,1,2,,,,3,3,3,2,2
105780444,,,2,2,2,2,2,2,2,1,2,2,2,2,3,3,2,1,1,2,2,1,2,1,0,,1,1,1,1,,1,2,1,1,1,2,3,1,2,3,,,,1,1,2,3,3
105792378,,,3,3,3,3,3,1,2,2,1,3,0,0,3,3,2,1,0,1,2,1,3,3,0,,3,3,3,3,,0,0,2,0,0,0,3,0,2,3,,,,3,3,3,2,3
105799623,,,3,2,3,2,Other: ,1,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,2,1,,3,3,2,1,,1,0,1,,2,1,1,2,1,1,,,,3,1,2,2,3
105799920,,,2,2,2,2,2,2,2,1,2,2,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,1,1,2,2,3,2,2,1,1,,0,2,2,2,,0,0,2,2,2,1,2,2,2,2,,,,1,1,1,2,2
105862992,,,3,3,Other: ,3,Other: ,Don't know what it is,Don't know what it is,Other: ,Other: ,Other: ,Other: ,Other: ,Other: ,2,Other: ,Other: ,Other: ,1,Other: ,Other: ,,,,,,,,,,Other: ,Other: ,Don't know what it is,Don't know what it is,Other: ,3,3,3,2,Other: ,,,,2,2,Other: ,2,1
105978228,,,3,3,2,1,Don't know what it is,Don't know what it is,Don't know what it is,1,Don't know what it is,3,3,Don't know what it is,3,3,Don't know what it is,2,2,2,3,2,Don't know,Don't know what it is,Don't know what it is,,3,3,2,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,,,3,3,3,3,3
105978408,,,3,2,2,3,2,Don't know what it is,3,2,Don't know what it is,3,2,2,3,3,3,3,3,3,3,1,2,2,Don't know what it is,,3,3,3,Don't know what it is,,2,2,2,Don't know what it is,2,2,2,2,2,2,,,,1,1,1,1,3
105978408,,,,2,3,2,2,Don't know what it is,3,3,3,3,2,2,3,3,3,3,3,3,3,1,2,2,Don't know what it is,,3,3,2,2,,2,2,3,3,2,3,2,3,3,2,,,,2,2,2,1,3
105980928,,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,3,Don't know what it is,Other: ,1,2,2,0,0,1,1,2,1,1,3,2,Don't know,1,0,,0,1,0,Don't know what it is,,1,3,3,3,0,2,2,1,1,2,,,,Don't know what it is,Don't know what it is,Don't know what it is,3,Don't know what it is
106134486,,,3,2,2,3,2,3,2,2,2,3,2,2,3,2,2,3,3,2,3,1,2,3,2,,3,2,3,2,,2,2,3,3,2,2,2,3,3,2,,,,2,3,2,2,2
106142793,,,2,2,2,2,Don't know what it is,Don't know what it is,2,2,2,2,Don't know what it is,0,Don't know what it is,1,2,2,1,1,2,1,2,1,0,,1,2,2,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,2,2,Don't know what it is,Don't know what it is,,,,1,Don't know what it is,Don't know what it is,1,1
106176786,,,2,1,1,2,2,2,Other,1,Other,2,1,1,Other,0,2,2,2,Other,1,2,2,Other,1,,0,1,0,Don't know what it is,,2,2,1,2,2,2,2,2,2,2,,,,2,2,2,2,2
106178667,,,2,2,2,2,2,2,2,2,2,2,2,Don't know what it is,3,3,2,2,2,2,3,1,Don't know,2,Don't know what it is,,2,2,2,Don't know what it is,,1,1,2,Don't know what it is,2,2,3,3,2,2,,,,3,3,3,3,2
